,Citation Number,Date Issued,Time Issued,Location ,District,Cited Person Age,Cited Person Sex,Cited Person Race,Offense Code,Offense Description,Officer Age,Officer Sex,Officer Race,Quarter,Year
899,    C4317,2016-12-21,15:52:00,N ROGERS ST & W 7TH ST,LB101,F,W,63,8-2.1-24-17,FAIL OF INTRASTATE MOTOR CARRIER TO OBTAIN SURETY BOND OR INSURANCE,23,M,W,4,2016
900,    C4205,2016-11-09,15:24:00,S XAVIER CT & E WINSLOW RD,LB325,F,W,26,9-24-19-1,DRIVING WHILE SUSPENDED,23,M,W,4,2016
901,    C4206,2016-11-08,16:37:00,N COLLEGE AVE & W 7TH ST,LB101,M,W,21,8-2.1-24-17,FAIL OF INTRASTATE MOTOR CARRIER TO OBTAIN SURETY BOND OR INSURANCE,23,M,W,4,2016
902,    C4209,2016-11-07,15:48:00,S WALNUT ST & E ALLEN ST,LB411,F,W,29,9-18-2-27,FALSE REGISTRATION,23,M,W,4,2016
903,    C4148,2016-10-25,20:08:00,W STATE ROAD 45 46 BYPASS & N KINSER PIKE,LB511,F,W,50,9-18-2-7,EXPIRED LICENSE PLATES,23,M,W,4,2016
904,    C4103,2016-10-13,18:32:00,E 3RD ST & S PETE ELLIS DR,LB305,M,W,51,9-18-2-7,EXPIRED LICENSE PLATES,23,M,W,4,2016
905,    C4103,2016-10-13,18:32:00,E 3RD ST & S PETE ELLIS DR,LB305,M,W,51,8-2.1-24-17,FAIL OF INTRASTATE MOTOR CARRIER TO OBTAIN SURETY BOND OR INSURANCE,23,M,W,4,2016
906,    C4101,2016-10-13,18:20:00,E 3RD ST & S PETE ELLIS DR,LB305,M,U,25,9-24-19-1,DRIVING WHILE SUSPENDED,23,M,W,4,2016
907,    C4329,2016-12-22,19:48:00,N WALNUT ST & E 17TH ST,LB213,F,U,20,9-18-2-7,EXPIRED LICENSE PLATES,27,M,W,4,2016
908,    C4241,2016-11-20,15:58:00,N LINCOLN ST & E 10TH ST,LB102,M,W,22,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,27,M,W,4,2016
909,    C4240,2016-11-19,15:35:00,N ORRIS DR & N MONROE ST,LB517,F,W,40,9-18-2-7,EXPIRED LICENSE PLATES,27,M,W,4,2016
910,    C4196,2016-11-02,18:27:00,E STATE ROAD 45 46 BYPASS & N DUNN ST,LB209,M,B,25,9-18-2-7,EXPIRED LICENSE PLATES,27,M,W,4,2016
911,    C4138,2016-10-21,17:05:00,S WESTPLEX AVE & W ISAAC DR,LB406,F,W,19,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,W,4,2016
912,    C4340,2016-12-30,14:35:00,S WASHINGTON ST & E 4TH ST,LB104,M,W,28,9-21-8-41,TRAFFIC CONTROL DEVICE DIS,29,F,W,4,2016
913,    C4339,2016-12-29,15:28:00,S GRANT ST & E HILLSIDE DR,LB314,F,A,23,9-18-2-7,EXPIRED LICENSE PLATES,29,F,W,4,2016
914,    C4296,2016-12-09,15:56:00,S WASHINGTON ST & E 2ND ST,LB301,F,W,37,9-18-2-7,EXPIRED LICENSE PLATES,29,F,W,4,2016
915,    C4282,2016-12-03,14:56:00,S HENDERSON ST & E THORNTON DR,LB316,F,W,29,9-18-2-7,EXPIRED LICENSE PLATES,29,F,W,4,2016
916,    C4279,2016-12-02,16:55:00,S WALNUT ST & E 1ST ST,LB410,M,B,19,9-24-19-1,DRIVING WHILE SUSPENDED,29,F,W,4,2016
917,    C4123,2016-10-20,15:20:00,W DODDS ST & S MORTON ST,LB411,M,L,36,9-18-2-7,EXPIRED LICENSE PLATES,29,F,W,4,2016
918,    C4124,2016-10-21,00:35:00,S COLLEGE AVE & W 3RD ST,LB103,F,A,21,9-24-19-1,DRIVING WHILE SUSPENDED,42,M,W,4,2016
919,    C4176,2016-10-29,22:49:00,N WALNUT ST & E 6TH ST,LB102,F,B,18,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,4,2016
920,    C4162,2016-10-29,04:45:00,105 E WINSLOW RD; IU CREDIT UNION SOUTH,LB327,M,U,21,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,26,M,W,4,2016
921,    C4130,2016-10-22,23:42:00,S WALNUT STREET PIKE & E ALLENDALE DR,LB328,M,W,51,9-18-2-7,EXPIRED LICENSE PLATES,26,M,W,4,2016
922,    C4316,2016-12-21,19:25:00,S COLLEGE MALL RD & E 2ND ST,LB305,M,W,23,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,4,2016
923,    C4311,2016-12-17,17:05:00,W 3RD ST & S HICKORY DR,LB402,M,W,51,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,4,2016
924,    C4307,2016-12-15,20:50:00,S COLLEGE MALL RD & E 3RD ST,LB305,M,W,19,9-21-8-32,DISREGARDING STOP SIGN,34,M,W,4,2016
925,    C4303,2016-12-12,15:50:00,S FESS AVE & E 2ND ST,LB302,M,W,25,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,4,2016
926,    C4287,2016-12-06,15:20:00,S PETE ELLIS DR & E LONGVIEW AVE,LB221,M,W,27,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,4,2016
927,    C4273,2016-11-28,15:05:00,S HIGHLAND AVE & E ATWATER AVE,LB303,M,W,39,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,4,2016
928,    C4226,2016-11-12,14:20:00,S WALNUT ST & E 1ST ST,LB410,F,W,34,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,4,2016
929,    C4220,2016-11-11,15:25:00,S UNION ST & E 5TH ST,LIU13,M,W,45,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,4,2016
930,    C4207,2016-11-08,17:50:00,S WASHINGTON ST & E 3RD ST,LB104,M,W,29,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,4,2016
931,    C4208,2016-11-08,17:30:00,W 3RD ST & S JOHNSON AVE,LB404,M,B,24,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,4,2016
932,    C4146,2016-10-24,06:45:00,E BUICK CADILLAC BLVD & S CLARIZZ BLVD,LB305,M,A,23,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,4,2016
933,    C4149,2016-10-21,15:00:00,S WALNUT ST & E HILLSIDE DR,LB421,M,W,19,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,4,2016
934,    C4126,2016-10-20,10:07:00,3901 N KINSER PIKE,LB508,M,W,17,35-46-1-10.5,PURCHASE/POSSESS TOBACCO MINOR,38,M,W,4,2016
935,    C4292,2016-12-06,22:25:00,W STATE ROAD 45 46 BYPASS & N STATE ROAD 37 RAMP,LB509,M,W,47,9-18-2-7,EXPIRED LICENSE PLATES,37,M,W,4,2016
936,    C4276,2016-11-30,23:38:00,W STATE ROAD 45 46 BYPASS & N STATE ROAD 37 RAMP,LB509,M,B,40,9-21-5-6,EXCEEDING POSTED SPEED LIMIT,37,M,W,4,2016
937,    C4167,2016-11-02,01:15:00,S STATE ROAD 37 & W 3RD ST,LB403,M,B,23,9-24-19-1,DRIVING WHILE SUSPENDED,37,M,W,4,2016
938,    C4308,2016-12-17,01:40:00,N WALNUT ST & E 10TH ST,LB102,M,W,30,9-30-5-2(B),OPERATING WHILE INTOXICATED/ENDANGERMENT,28,M,W,4,2016
939,    C4309,2016-12-17,01:40:00,N WALNUT ST & E 10TH ST,LB102,M,W,30,9-30-5-2,OPERATING WHILE INTOXICATED,28,M,W,4,2016
940,    C4110,2016-10-16,03:00:00,N INDIANA AVE & E 9TH ST,LB102,M,W,19,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,28,M,W,4,2016
941,    C4334,2016-12-27,15:27:00,S GRANT ST & E 3RD ST,LB104,F,W,31,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,4,2016
942,    C4312,2016-12-18,16:31:00,W 17TH ST & N LINDBERGH DR,LB517,F,B,25,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,4,2016
943,    C4312,2016-12-18,16:31:00,W 17TH ST & N LINDBERGH DR,LB517,F,B,25,9-21-8-9,WRONG WAY ON ONE WAY,35,M,W,4,2016
944,    C4300,2016-12-10,16:28:00,W 3RD ST & S ROGERS ST,LB103,F,W,45,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,4,2016
945,    C4299,2016-12-10,15:16:00,S ROGERS ST & W KIRKWOOD AVE,LB101,M,P,23,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,4,2016
946,    C4244,2016-11-19,19:09:00,W 3RD ST & S LIBERTY DR,LB403,M,W,22,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,4,2016
947,    C4227,2016-11-13,20:24:00,S WALNUT ST & E 1ST ST,LB410,M,A,27,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,4,2016
948,    C4221,2016-11-10,16:51:00,N BLAIR AVE & W 11TH ST,LB518,M,W,23,9-18-2-21,REGISTRATION CERTIFICATE,35,M,W,4,2016
949,    C4221,2016-11-10,16:51:00,N BLAIR AVE & W 11TH ST,LB518,M,W,23,9-18-2-27,FALSE REGISTRATION,35,M,W,4,2016
950,    C4221,2016-11-10,16:51:00,N BLAIR AVE & W 11TH ST,LB518,M,W,23,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,35,M,W,4,2016
951,    C4221,2016-11-10,16:51:00,N BLAIR AVE & W 11TH ST,LB518,M,W,23,9-24-7-4,LEARNERS PERMIT,35,M,W,4,2016
952,    C4150,2016-10-24,20:48:00,W 2ND ST & S COLLEGE AVE,LB410,M,W,24,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,4,2016
953,    C4120,2016-10-18,15:11:00,S PATTERSON DR & W 3RD ST,LB406,F,W,20,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,4,2016
954,    C4297,2016-12-11,13:20:00,N COLLEGE AVE & W 7TH ST,LB101,F,W,41,9-18-2-7,EXPIRED LICENSE PLATES,30,M,W,4,2016
955,    C4286,2016-12-05,19:55:00,S ROGERS ST & W KIRKWOOD AVE,LB101,M,A,23,9-18-2-7,EXPIRED LICENSE PLATES,30,M,W,4,2016
956,    C4283,2016-12-04,20:45:00,S ROGERS ST & W DAVIS ST,LB412,M,W,69,9-18-2-7,EXPIRED LICENSE PLATES,30,M,W,4,2016
957,    C4255,2016-11-21,16:43:00,N MORTON ST & W 7TH ST,LB101,F,W,29,9-18-2-7,EXPIRED LICENSE PLATES,30,M,W,4,2016
958,    C4243,2016-11-16,15:15:00,W STATE ROAD 45 & S CURRY PIKE,LB427,F,W,22,9-18-2-7,EXPIRED LICENSE PLATES,30,M,W,4,2016
959,    C4242,2016-11-16,14:15:00,E SMITH AVE & S GRANT ST,LB104,F,W,65,9-18-2-7,EXPIRED LICENSE PLATES,30,M,W,4,2016
960,    C4213,2016-11-04,20:10:00,W 11TH ST & N ROGERS ST,LB519,F,W,22,9-18-2-7,EXPIRED LICENSE PLATES,30,M,W,4,2016
961,    C4214,2016-11-04,15:55:00,E 3RD ST & E MORNINGSIDE DR,LB219,M,W,48,9-18-2-7,EXPIRED LICENSE PLATES,30,M,W,4,2016
962,    C4200,2016-11-03,14:50:00,S COLLEGE MALL RD & E 3RD ST,LB305,F,W,43,9-18-2-7,EXPIRED LICENSE PLATES,30,M,W,4,2016
963,    C4157,2016-10-28,19:40:00,N MADISON ST & W 17TH ST,LB519,M,W,24,9-18-2-7,EXPIRED LICENSE PLATES,30,M,W,4,2016
964,    C4158,2016-10-28,17:00:00,N COLLEGE AVE & W 14TH ST,LB519,F,W,34,9-18-2-7,EXPIRED LICENSE PLATES,30,M,W,4,2016
965,    C4228,2016-11-14,01:24:00,W BLOOMFIELD RD & S OAKDALE DR,LB417,M,W,40,9-24-19-1,DRIVING WHILE SUSPENDED,30,M,B,4,2016
966,    C4222,2016-11-13,02:21:00,319 N WALNUT ST; KILROYS SPORTS BAR,LB101,U,U,20,7.1-5-7-3,POSSESSION/FALSE ID,30,M,B,4,2016
967,    C4218,2016-11-12,12:26:00,1202 N LINCOLN ST; APT 1,LB213,M,B,25,14.09.030,NOISE VIOLATION,30,M,B,4,2016
968,    C4219,2016-11-12,12:26:00,1204 N LINCOLN ST,LB213,M,W,19,14.09.030,NOISE VIOLATION,30,M,B,4,2016
969,    C4147,2016-10-23,20:41:00,S COLLEGE MALL RD & E COVENANTER DR,LB310,F,A,19,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,25,M,W,4,2016
970,    C4119,2016-10-18,19:10:00,S CURRY PIKE & W 3RD ST,LB402,M,W,34,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,W,4,2016
971,    C4099,2016-10-14,15:48:00,S WALNUT ST & E GRIMES LN,LB411,F,W,27,9-18-2-7,EXPIRED LICENSE PLATES,25,M,W,4,2016
972,    C4257,2016-11-24,03:48:00,S COLLEGE MALL RD & E 3RD ST,LB305,F,A,22,9-21-5-2,SPEED MAXIMUM,32,M,W,4,2016
973,    C4305,2016-12-14,09:00:00,4200 W STATE ROAD 45,LMS27,F,W,19,9-24-19-1,DRIVING WHILE SUSPENDED,44,M,W,4,2016
974,    C4277,2016-12-01,22:53:00,S STATE ROAD 37 & W 3RD ST,LB403,F,U,18,9-21-5-2,SPEED MAXIMUM,28,M,W,4,2016
975,    C4223,2016-11-13,23:06:00,1724 E HILLSIDE DR; BEECHTREE APARTMENTS,LB317,M,W,27,9-19-6-3,NO OR IMPROPER HEADLIGHTS,28,M,W,4,2016
