"name","pop","location"
"Rillieux-la-Pape","28076","https://www.google.com/maps/?q=45.8167,4.9"
"Villemomble","28001","https://www.google.com/maps/?q=48.8833,2.5"
"Pierrefitte-sur-Seine","27914","https://www.google.com/maps/?q=48.9669,2.36104"
"Le Kremlin-Bicetre","27867","https://www.google.com/maps/?q=48.8147,2.36073"
"Champs-sur-Marne","27776","https://www.google.com/maps/?q=48.85,2.6"
"Aix-les-Bains","27651","https://www.google.com/maps/?q=45.6917,5.90863"
"Bezons","27570","https://www.google.com/maps/?q=48.9243,2.2128"
"Vallauris","27286","https://www.google.com/maps/?q=43.578,7.05451"
"Taverny","27271","https://www.google.com/maps/?q=49.0254,2.21691"
"Illkirch-Graffenstaden","27261","https://www.google.com/maps/?q=48.5289,7.71523"
"La Teste-de-Buch","27253","https://www.google.com/maps/?q=44.6287,-1.14059"
"Epernay","27082","https://www.google.com/maps/?q=49.05,3.95"
"Villiers-le-Bel","27028","https://www.google.com/maps/?q=49.0088,2.39819"
"Vichy","27019","https://www.google.com/maps/?q=46.1167,3.41667"
"Sannois","26869","https://www.google.com/maps/?q=48.9667,2.25"
"Gonesse","26758","https://www.google.com/maps/?q=48.9869,2.44892"
"Vigneux-sur-Seine","26692","https://www.google.com/maps/?q=48.7029,2.41357"
"Cavaillon","26689","https://www.google.com/maps/?q=43.8312,5.03586"
"Rambouillet","26674","https://www.google.com/maps/?q=48.65,1.83333"
"Cherbourg-Octeville","26655","https://www.google.com/maps/?q=49.6398,-1.61636"
"Armentieres","26646","https://www.google.com/maps/?q=50.6857,2.88214"
"Lunel","26588","https://www.google.com/maps/?q=43.6778,4.13611"
"Cachan","26540","https://www.google.com/maps/?q=48.7963,2.33661"
"Le Grand-Quevilly","26522","https://www.google.com/maps/?q=49.4008,1.04582"
"Abbeville","26461","https://www.google.com/maps/?q=50.1,1.83333"
"La Garenne-Colombes","26385","https://www.google.com/maps/?q=48.9047,2.2469"
"Montigny-les-Metz","26369","https://www.google.com/maps/?q=49.0956,6.15271"
"Vanves","26068","https://www.google.com/maps/?q=48.8234,2.29025"
"Vernon","26037","https://www.google.com/maps/?q=49.0929,1.46332"
"Savigny-le-Temple","25925","https://www.google.com/maps/?q=48.5741,2.58287"
"Dole","25878","https://www.google.com/maps/?q=47.1,5.5"
"Villeneuve-sur-Lot","25869","https://www.google.com/maps/?q=44.4085,0.70415"
"Les Ulis","25785","https://www.google.com/maps/?q=48.6817,2.16944"
"Marseille 02","25779","https://www.google.com/maps/?q=43.2966,5.37034"
"Oyonnax","25697","https://www.google.com/maps/?q=46.2592,5.65727"
"Oullins","25592","https://www.google.com/maps/?q=45.7177,4.80382"
"Le Creusot","25590","https://www.google.com/maps/?q=46.8071,4.41632"
"Henin-Beaumont","25371","https://www.google.com/maps/?q=50.4136,2.96485"
"Orvault","25338","https://www.google.com/maps/?q=47.271,-1.6219"
"Coudekerque-Branche","25201","https://www.google.com/maps/?q=51.0229,2.39359"
"Herblay","25153","https://www.google.com/maps/?q=48.9899,2.1699"
"Ris-Orangis","25082","https://www.google.com/maps/?q=48.6511,2.41406"
"Sucy-en-Brie","25014","https://www.google.com/maps/?q=48.7687,2.53474"
"Grigny","24940","https://www.google.com/maps/?q=48.6541,2.39343"
"Fresnes","24803","https://www.google.com/maps/?q=48.7557,2.32241"
"Bourgoin","24790","https://www.google.com/maps/?q=45.5833,5.28333"
"Romainville","24772","https://www.google.com/maps/?q=48.8854,2.43482"
"Fontenay-aux-Roses","24680","https://www.google.com/maps/?q=48.7933,2.29275"
"Decines-Charpieu","24674","https://www.google.com/maps/?q=45.769,4.97277"
"Saint-Die-des-Vosges","24628","https://www.google.com/maps/?q=48.2833,6.95"
"Fontaine","24588","https://www.google.com/maps/?q=45.1984,5.68265"
"Auch","24494","https://www.google.com/maps/?q=43.6454,0.58793"
"Bruay-la-Buissiere","24474","https://www.google.com/maps/?q=50.4833,2.55"
"Lisieux","24473","https://www.google.com/maps/?q=49.1466,0.22925"
"Sarreguemines","24446","https://www.google.com/maps/?q=49.11,7.06747"
"Torcy","24386","https://www.google.com/maps/?q=48.85,2.65"
"Gradignan","24385","https://www.google.com/maps/?q=44.7726,-0.61393"
"Lanester","24352","https://www.google.com/maps/?q=47.7613,-3.33965"
"Bretigny-sur-Orge","24317","https://www.google.com/maps/?q=48.6114,2.30593"
"Muret","24313","https://www.google.com/maps/?q=43.4667,1.35"
"Bois-Colombes","24300","https://www.google.com/maps/?q=48.9194,2.27485"
"Blagnac","24263","https://www.google.com/maps/?q=43.6328,1.39399"
"Herouville-Saint-Clair","24258","https://www.google.com/maps/?q=49.2109,-0.30653"
"Libourne","24240","https://www.google.com/maps/?q=44.9167,-0.23333"
"Le Bouscat","24232","https://www.google.com/maps/?q=44.866,-0.59411"
"Miramas","24173","https://www.google.com/maps/?q=43.5867,5.00464"
"Beaune","24162","https://www.google.com/maps/?q=47.0333,4.83333"
"Brunoy","24096","https://www.google.com/maps/?q=48.6942,2.49223"
"Eaubonne","24096","https://www.google.com/maps/?q=48.9971,2.28249"
"Villeparisis","23931","https://www.google.com/maps/?q=48.9421,2.61463"
"Montfermeil","23829","https://www.google.com/maps/?q=48.8982,2.57913"
"Sevres","23724","https://www.google.com/maps/?q=48.8229,2.21757"
"Fougeres","23719","https://www.google.com/maps/?q=48.35,-1.2"
"Saint-Pol-sur-Mer","23635","https://www.google.com/maps/?q=51.0312,2.33983"
"La Madeleine","23572","https://www.google.com/maps/?q=50.646,3.07585"
"Gif-sur-Yvette","23541","https://www.google.com/maps/?q=48.6833,2.13333"
"Bourgoin-Jallieu","23517","https://www.google.com/maps/?q=45.5861,5.27361"
"Begles","23504","https://www.google.com/maps/?q=44.8084,-0.54809"
"Cahors","23331","https://www.google.com/maps/?q=44.4491,1.43663"
"Hazebrouck","23307","https://www.google.com/maps/?q=50.7237,2.53729"
"Millau","23307","https://www.google.com/maps/?q=44.1,3.08333"
